iata,name,city,lat,lon
AAF,Apalachicola Regional Airport,Apalachicola,29.7275,-85.0275
AAP,Andrau Airpark,Houston,29.7225,-95.5883
ABE,Lehigh Valley International Airport,Allentown,40.6521,-75.4408
ABI,Abilene Regional Airport,Abilene,32.4113,-99.6819
ABL,Ambler Airport,Ambler,67.1063,-157.85699
ABQ,Albuquerque International Sunport,Albuquerque,35.0402,-106.609
ABR,Aberdeen Regional Airport,Aberdeen,45.4491,-98.4218
ABY,Southwest Georgia Regional Airport,Albany,31.5355,-84.1945
ACK,Nantucket Memorial Airport,Nantucket,41.2531,-70.0602
ACT,Waco Regional Airport,Waco,31.6113,-97.2305
ACV,California Redwood Coast-Humboldt County Airport,Arcata CA,40.9781,-124.109
ACY,Atlantic City International Airport,Atlantic City,39.4576,-74.5772
ADK,Adak Airport,Adak Island,51.878,-176.646
ADM,Ardmore Municipal Airport,Ardmore,34.30301,-97.01963
ADQ,Kodiak Airport,Kodiak,57.75,-152.494
ADS,Addison Airport,Addison,32.9686,-96.8364
ADT,Ada Regional Airport,Ada,34.8043,-96.6713
ADW,Joint Base Andrews,Camp Springs,38.8108,-76.867
AET,Allakaket Airport,Allakaket,66.5518,-152.62199
AEX,Alexandria International Airport,Alexandria,31.3274,-92.5498
AFW,Fort Worth Alliance Airport,Fort Worth,32.9876,-97.3188
AGC,Allegheny County Airport,Pittsburgh,40.3544,-79.9302
AGN,Angoon Seaplane Base,Angoon,57.5036,-134.58501
AGS,Augusta Regional At Bush Field,Bush Field,33.3699,-81.9645
AHN,Athens Ben Epps Airport,Athens,33.9486,-83.3263
AIA,Alliance Municipal Airport,Alliance,42.0532,-102.804
AID,Anderson Municipal Darlington Field,ANDERSON,40.1086,-85.613
AIK,Aiken Regional Airport,Aiken,33.6494,-81.685
AIN,Wainwright Airport,Wainwright,70.638,-159.995
AIZ,Lee C Fine Memorial Airport,Kaiser Lake Ozark,38.096,-92.5495
AKB,Atka Airport,Atka,52.2203,-174.20599
AKC,Akron Fulton International Airport,Akron,41.0375,-81.4669
AKI,Akiak Airport,Akiak,60.9029,-161.231
AKK,Akhiok Airport,Akhiok,56.9387,-154.183
AKN,King Salmon Airport,King Salmon,58.6768,-156.649
AKO,Colorado Plains Regional Airport,Akron,40.1756,-103.222
AKP,Anaktuvuk Pass Airport,Anaktuvuk Pass,68.1336,-151.743
ALB,Albany International Airport,Albany,42.7483,-73.8017
ALE,Alpine Casparis Municipal Airport,Alpine,30.3842,-103.684
ALI,Alice International Airport,Alice,27.7409,-98.0269
ALM,Alamogordo White Sands Regional Airport,Alamogordo,32.8399,-105.991
ALN,St Louis Regional Airport,Alton/St Louis,38.8903,-90.046
ALO,Waterloo Regional Airport,Waterloo,42.5571,-92.4003
ALS,San Luis Valley Regional Bergman Field,Alamosa,37.4349,-105.867
ALW,Walla Walla Regional Airport,Walla Walla,46.0949,-118.288
ALX,Thomas C Russell Field,Alexander City,32.9147,-85.963
AMA,Rick Husband Amarillo International Airport,Amarillo,35.2194,-101.706
ANB,Anniston Regional Airport,Anniston,33.5882,-85.8581
ANC,Ted Stevens Anchorage International Airport,Anchorage,61.1744,-149.996
AND,Anderson Regional Airport,Andersen,34.4946,-82.7094
ANI,Aniak Airport,Aniak,61.5816,-159.543
ANN,Annette Island Airport,Annette Island,55.0424,-131.57201
ANP,Lee Airport,Annapolis,38.9429,-76.5684
ANQ,Tri State Steuben County Airport,Angola,41.6397,-85.0835
ANV,Anvik Airport,Anvik,62.6467,-160.19099
AOH,Lima Allen County Airport,Lima,40.7069,-84.0267
AOO,Altoona Blair County Airport,Altoona,40.2964,-78.32
APA,Centennial Airport,Denver,39.5701,-104.849
APC,Napa County Airport,Napa,38.2132,-122.281
APF,Naples Municipal Airport,Naples,26.1526,-81.7753
APG,Phillips Army Air Field,Aberdeen,39.4662,-76.1688
APN,Alpena County Regional Airport,Alpena,45.0781,-83.5603
APT,Marion County Brown Field,Jasper,35.0607,-85.5853
ARA,Acadiana Regional Airport,Louisiana,30.0378,-91.8839
ARB,Ann Arbor Municipal Airport,Ann Arbor,42.223,-83.7456
ARC,Arctic Village Airport,Arctic Village,68.1147,-145.57899
ART,Watertown International Airport,Watertown,43.9919,-76.0217
ARV,Lakeland-Noble F. Lee Memorial field,Minocqua - Woodruff,45.9279,-89.7309
ASE,Aspen-Pitkin Co/Sardy Field,Aspen,39.2232,-106.869
ASH,Boire Field,Nashua,42.7817,-71.5148
ASN,Talladega Municipal Airport,Talladega,33.5699,-86.0509
AST,Astoria Regional Airport,Astoria,46.158,-123.879
ATK,Atqasuk Edward Burnell Sr Memorial Airport,Atqasuk,70.4673,-157.436
ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.4281
ATO,Ohio University Snyder Field,Athens,39.211,-82.2314
ATW,Appleton International Airport,Appleton,44.2581,-88.5191
ATY,Watertown Regional Airport,Watertown,44.914,-97.1547
AUG,Augusta State Airport,Augusta,44.3206,-69.7973
AUK,Alakanuk Airport,Alakanuk,62.68004,-164.65993
AUO,Auburn University Regional Airport,Auburn,32.6151,-85.434
AUS,Austin Bergstrom International Airport,Austin,30.1945,-97.6699
AUW,Wausau Downtown Airport,Wausau,44.9262,-89.6266
AVL,Asheville Regional Airport,Asheville,35.4362,-82.5418
AVO,Avon Park Executive Airport,Avon Park,27.5912,-81.5278
AVP,Wilkes Barre Scranton International Airport,Scranton,41.3385,-75.7234
AVW,Marana Regional Airport,Tucson,32.4096,-111.218
AVX,Catalina Airport,Catalina Island,33.4049,-118.416
AXN,Chandler Field,Alexandria,45.8663,-95.3947
AYS,Waycross Ware County Airport,Waycross,31.2491,-82.3955
AZA,Phoenix-Mesa-Gateway Airport,Mesa,33.3078,-111.655
AZO,Kalamazoo Battle Creek International Airport,Kalamazoo,42.2349,-85.5521
BAB,Beale Air Force Base,Marysville,39.1361,-121.437
BAD,Barksdale Air Force Base,Shreveport,32.5018,-93.6627
BAF,Westfield-Barnes Regional Airport,Westfield,42.1578,-72.7156
BBC,Bay City Municipal Airport,Bay City,28.9733,-95.8635
BBD,Curtis Field,Brady,31.1793,-99.3239
BBX,Wings Field,Philadelphia,40.1375,-75.2651
BCE,Bryce Canyon Airport,Bryce Canyon,37.7064,-112.145
BCT,Boca Raton Airport,Boca Raton,26.3785,-80.1077
BDE,Baudette International Airport,Baudette,48.7284,-94.6122
BDL,Bradley International Airport,Windsor Locks,41.9389,-72.6832
BDR,Igor I Sikorsky Memorial Airport,Stratford,41.1635,-73.1262
BEC,Beech Factory Airport,Wichita,37.6945,-97.215
BED,Laurence G Hanscom Field,Bedford,42.47,-71.289
BET,Bethel Airport,Bethel,60.7798,-161.838
BFD,Bradford Regional Airport,Bradford,41.8031,-78.6401
BFF,Western Neb. Rgnl/William B. Heilig Airport,Scottsbluff,41.874,-103.596
BFI,Boeing Field King County International Airport,Seattle,47.53,-122.302
BFK,Buckley Air Force Base,Buckley,39.7017,-104.752
BFL,Meadows Field,Bakersfield,35.4336,-119.057
BFM,Mobile Downtown Airport,Mobile,30.6268,-88.0681
BFP,Beaver County Airport,Beaver Falls,40.7725,-80.3914
BFT,Beaufort County Airport,Beaufort,32.4122,-80.6344
BGD,Hutchinson County Airport,Borger,35.7009,-101.394
BGE,Decatur County Industrial Air Park,Bainbridge,30.9715,-84.6374
BGM,Greater Binghamton/Edwin A Link field,Binghamton,42.2087,-75.9798
BGR,Bangor International Airport,Bangor,44.8074,-68.8281
BHB,Hancock County-Bar Harbor Airport,Bar Harbor,44.45,-68.3615
BHM,Birmingham-Shuttlesworth International Airport,Birmingham,33.5629,-86.7535
BID,Block Island State Airport,Block Island,41.1681,-71.5778
BIF,Biggs Army Air Field (Fort Bliss),El Paso,31.8495,-106.38
BIG,Allen Army Airfield,Delta Junction,63.9945,-145.722
BIH,Eastern Sierra Regional Airport,Bishop,37.3731,-118.364
BIL,Billings Logan International Airport,Billings,45.8077,-108.543
BIS,Bismarck Municipal Airport,Bismarck,46.7727,-100.746
BIX,Keesler Air Force Base,Biloxi,30.4104,-88.9244
BJC,Rocky Mountain Metropolitan Airport,Broomfield-CO,39.9088,-105.117
BJI,Bemidji Regional Airport,Bemidji,47.5094,-94.9337
BKC,Buckland Airport,Buckland,65.9816,-161.149
BKD,Stephens County Airport,Breckenridge,32.719,-98.891
BKE,Baker City Municipal Airport,Baker City,44.8373,-117.809
BKG,Branson Airport,Branson,36.53208,-93.20054
BKH,Barking Sands Airport,Barking Sands,22.0228,-159.785
BKL,Burke Lakefront Airport,Cleveland,41.5175,-81.6833
BKW,Raleigh County Memorial Airport,Beckley,37.7873,-81.1242
BLF,Mercer County Airport,Bluefield,37.2958,-81.2077
BLH,Blythe Airport,Blythe,33.6192,-114.717
BLI,Bellingham International Airport,Bellingham,48.7928,-122.538
BLV,Scott AFB/Midamerica Airport,Belleville,38.5452,-89.8352
BMC,Brigham City Regional Airport,Brigham City,41.5524,-112.062
BMG,Monroe County Airport,Bloomington,39.146,-86.6167
BMI,Central Illinois Regional Airport at Bloomington-Normal,Bloomington,40.4771,-88.9159
BMT,Beaumont Municipal Airport,Beaumont,30.0707,-94.2158
BMX,Big Mountain Airport,Big Mountain,59.3612,-155.259
BNA,Nashville International Airport,Nashville,36.1245,-86.6782
BNG,Banning Municipal Airport,Banning,33.9231,-116.851
BNO,Burns Municipal Airport,Burns,43.5919,-118.955
BOI,Boise Air Terminal/Gowen Field,Boise,43.5644,-116.223
BOS,General Edward Lawrence Logan International Airport,Boston,42.3643,-71.0052
BOW,Bartow Municipal Airport,Bartow,27.9434,-81.7834
BPI,Miley Memorial Field,Big Piney,42.5851,-110.111
BPT,Southeast Texas Regional Airport,Beaumont,29.9508,-94.0207
BQK,Brunswick Golden Isles Airport,Brunswick,31.2588,-81.4665
BRD,Brainerd Lakes Regional Airport,Brainerd,46.3983,-94.1381
BRL,Southeast Iowa Regional Airport,Burlington,40.7832,-91.1255
BRO,Brownsville South Padre Island International Airport,Brownsville,25.9068,-97.4259
BRW,Wiley Post Will Rogers Memorial Airport,Barrow,71.2854,-156.76601
BSF,Bradshaw Army Airfield,Bradshaw Field,19.7601,-155.554
BTI,Barter Island LRRS Airport,Barter Island,70.134,-143.582
BTL,W K Kellogg Airport,Battle Creek,42.3073,-85.2515
BTM,Bert Mooney Airport,Butte,45.9548,-112.497
BTR,Baton Rouge Metropolitan Airport,Baton Rouge,30.5332,-91.1496
BTT,Bettles Airport,Bettles,66.9139,-151.52901
BTV,Burlington International Airport,Burlington,44.4719,-73.1533
BUF,Buffalo Niagara International Airport,Buffalo,42.9405,-78.7322
BUR,Bob Hope Airport,Burbank,34.2007,-118.359
BVY,Beverly Municipal Airport,Beverly,42.5842,-70.9165
BWG,Bowling Green Warren County Regional Airport,Bowling Green,36.9645,-86.4197
BWI,Baltimore/Washington International Thurgood Marshall Airport,Baltimore,39.1754,-76.6683
BXK,Buckeye Municipal Airport,Buckeye,33.4204,-112.686
BYH,Arkansas International Airport,Blytheville,35.9643,-89.944
BYI,Burley Municipal Airport,Burley,42.5426,-113.772
BYS,Bicycle Lake Army Air Field,Fort Irwin,35.2805,-116.63
BZN,Gallatin Field,Bozeman,45.7775,-111.153
CAE,Columbia Metropolitan Airport,Columbia,33.9388,-81.1195
CAK,Akron Canton Regional Airport,Akron,40.9161,-81.4422
CAR,Caribou Municipal Airport,Caribou,46.8715,-68.0179
CBE,Greater Cumberland Regional Airport,Cumberland,39.6154,-78.7609
CBF,Council Bluffs Municipal Airport,Council Bluffs,41.2592,-95.7606
CBM,Columbus Air Force Base,Colombus,33.6438,-88.4438
CCB,Cable Airport,Upland,34.1116,-117.688
CCR,Buchanan Field,Concord,37.9897,-122.057
CCY,Northeast Iowa Regional Airport,Charles City,43.0726,-92.6108
CDB,Cold Bay Airport,Cold Bay,55.2061,-162.72501
CDC,Cedar City Regional Airport,Cedar City,37.701,-113.099
CDN,Woodward Field,Camden,34.2836,-80.5649
CDR,Chadron Municipal Airport,Chadron,42.8376,-103.095
CDS,Childress Municipal Airport,Childress,34.4338,-100.288
CDV,Merle K (Mudhole) Smith Airport,Cordova,60.4918,-145.478
CDW,Essex County Airport,Caldwell,40.8752,-74.2814
CEC,Jack Mc Namara Field Airport,Crescent City,41.7802,-124.237
CEF,Westover ARB/Metropolitan Airport,Chicopee Falls,42.194,-72.5348
CEM,Central Airport,Central,65.5738,-144.783
CEU,Oconee County Regional Airport,Clemson,34.6719,-82.8865
CEW,Bob Sikes Airport,Crestview,30.7788,-86.5221
CEZ,Cortez Municipal Airport,Cortez,37.303,-108.628
CFD,Coulter Field,Bryan,30.7157,-96.3314
CFV,Coffeyville Municipal Airport,Coffeyville,37.094,-95.5719
CGF,Cuyahoga County Airport,Richmond Heights,41.5651,-81.4864
CGI,Cape Girardeau Regional Airport,Cape Girardeau,37.2253,-89.5708
CGX,Chicago Meigs Airport,Chicago,41.8588,-87.6079
CGZ,Casa Grande Municipal Airport,Casa Grande,32.9549,-111.767
CHA,Lovell Field,Chattanooga,35.0353,-85.2038
CHO,Charlottesville Albemarle Airport,Charlottesville VA,38.1386,-78.4529
CHS,Charleston Air Force Base-International Airport,Charleston,32.8986,-80.0405
CHU,Chuathbaluk Airport,Chuathbaluk,61.5791,-159.216
CIC,Chico Municipal Airport,Chico,39.7954,-121.858
CID,The Eastern Iowa Airport,Cedar Rapids,41.8847,-91.7108
CIK,Chalkyitsik Airport,Chalkyitsik,66.645,-143.74001
CIU,Chippewa County International Airport,Sault Ste Marie,46.2508,-84.4724
CKB,North Central West Virginia Airport,Clarksburg,39.2966,-80.2281
CKV,Clarksville–Montgomery County Regional Airport,Clarksville,36.6219,-87.415
CLD,Mc Clellan-Palomar Airport,Carlsbad,33.1283,-117.28
CLE,Cleveland Hopkins International Airport,Cleveland,41.4117,-81.8498
CLL,Easterwood Field,College Station,30.5886,-96.3638
CLM,William R Fairchild International Airport,Port Angeles,48.1202,-123.5
CLP,Clarks Point Airport,Clarks Point,58.8337,-158.52901
CLS,Chehalis Centralia Airport,Chehalis,46.677,-122.983
CLT,Charlotte Douglas International Airport,Charlotte,35.214,-80.9431
CLU,Columbus Municipal Airport,Columbus,39.2619,-85.8963
CLW,Clearwater Air Park,Clearwater,27.9767,-82.7587
CMH,John Glenn Columbus International Airport,Columbus,39.998,-82.8919
CMI,University of Illinois Willard Airport,Champaign,40.0392,-88.2781
CMX,Houghton County Memorial Airport,Hancock,47.1684,-88.4891
CNM,Cavern City Air Terminal,Carlsbad,32.3375,-104.263
CNO,Chino Airport,Chino,33.9747,-117.637
CNU,Chanute Martin Johnson Airport,Chanute,37.6688,-95.4851
CNW,TSTC Waco Airport,Waco,31.6378,-97.0741
CNY,Canyonlands Field,Moab,38.755,-109.755
COD,Yellowstone Regional Airport,Cody,44.5202,-109.024
COE,Coeur D'Alene - Pappy Boyington Field,Coeur d'Alene,47.7743,-116.82
COF,Patrick Air Force Base,Coco Beach,28.2349,-80.6101
CON,Concord Municipal Airport,Concord NH,43.2027,-71.5023
COS,City of Colorado Springs Municipal Airport,Colorado Springs,38.8058,-104.701
COT,Cotulla-La Salle County Airport,Cotulla,28.4567,-99.2203
COU,Columbia Regional Airport,Columbia,38.8181,-92.2196
CPR,Casper-Natrona County International Airport,Casper,42.908,-106.464
CRE,Grand Strand Airport,North Myrtle Beach,33.8117,-78.7239
CRG,Jacksonville Executive at Craig Airport,Jacksonville,30.3363,-81.5144
CRP,Corpus Christi International Airport,Corpus Christi,27.7704,-97.5012
CRW,Yeager Airport,Charleston,38.3731,-81.5932
CSG,Columbus Metropolitan Airport,Columbus,32.5163,-84.9389
CSM,Clinton Sherman Airport,Clinton,35.3398,-99.2005
CSV,Crossville Memorial Whitson Field,Crossville,35.9513,-85.085
CTB,Cut Bank International Airport,Cutbank,48.6084,-112.376
CTH,Chester County G O Carlson Airport,Coatesville,39.979,-75.8655
CTY,Cross City Airport,Cross City,29.6355,-83.1048
CUB,Jim Hamilton L.B. Owens Airport,Columbia,33.9705,-80.9952
CUH,Cushing Municipal Airport,Cushing,35.9499,-96.7731
CVG,Cincinnati Northern Kentucky International Airport,Cincinnati,39.0488,-84.6678
CVN,Clovis Municipal Airport,Clovis,34.4251,-103.079
CVO,Corvallis Municipal Airport,Corvallis,44.4972,-123.29
CVS,Cannon Air Force Base,Clovis,34.3828,-103.322
CWA,Central Wisconsin Airport,Wassau,44.7776,-89.6668
CWI,Clinton Municipal Airport,Clinton,41.8311,-90.3291
CXL,Calexico International Airport,Calexico,32.6695,-115.513
CXO,Conroe-North Houston Regional Airport,Conroe,30.3518,-95.4145
CYF,Chefornak Airport,Chefornak,60.1492,-164.286
CYS,Cheyenne Regional Jerry Olson Field,Cheyenne,41.1557,-104.812
CYT,Yakataga Airport,Yakataga,60.08097,-142.49454
CZF,Cape Romanzof LRRS Airport,Cape Romanzof,61.7803,-166.039
DAA,Davison Army Air Field,Fort Belvoir,38.715,-77.181
DAB,Daytona Beach International Airport,Daytona Beach,29.1799,-81.0581
DAG,Barstow Daggett Airport,Daggett,34.8537,-116.787
DAL,Dallas Love Field,Dallas,32.8471,-96.8518
DAN,Danville Regional Airport,Danville,36.5729,-79.3361
DAY,James M Cox Dayton International Airport,Dayton,39.9024,-84.2194
DBN,W H 'Bud' Barron Airport,Dublin,32.5644,-82.9853
DBQ,Dubuque Regional Airport,Dubuque IA,42.402,-90.7095
DCA,Ronald Reagan Washington National Airport,Washington,38.8521,-77.0377
DCU,Pryor Field Regional Airport,Decatur,34.6527,-86.9454
DDC,Dodge City Regional Airport,Dodge City,37.7634,-99.9656
DEC,Decatur Airport,Decatur,39.8346,-88.8657
DEN,Denver International Airport,Denver,39.8617,-104.673
DET,Coleman A. Young Municipal Airport,Detroit,42.4092,-83.0099
DFW,Dallas Fort Worth International Airport,Dallas-Fort Worth,32.8968,-97.038
DGL,Douglas Municipal Airport,Douglas,31.3426,-109.506
DHN,Dothan Regional Airport,Dothan,31.3213,-85.4496
DHT,Dalhart Municipal Airport,Dalhart,36.0226,-102.547
DIK,Dickinson Theodore Roosevelt Regional Airport,Dickinson,46.7974,-102.802
DKK,Chautauqua County-Dunkirk Airport,Dunkirk,42.4933,-79.272
DLF,DLF Airport,Del Rio,29.3595,-100.778
DLG,Dillingham Airport,Dillingham,59.0447,-158.505
DLH,Duluth International Airport,Duluth,46.8421,-92.1936
DLS,Columbia Gorge Regional the Dalles Municipal Airport,The Dalles,45.6185,-121.167
DMA,Davis Monthan Air Force Base,Tucson,32.1665,-110.883
DMN,Deming Municipal Airport,Deming,32.2623,-107.721
DNL,Daniel Field,Augusta,33.4665,-82.0394
DNN,Dalton Municipal Airport,Dalton,34.7229,-84.8702
DNV,Vermilion Regional Airport,Danville,40.1992,-87.5959
DOV,Dover Air Force Base,Dover,39.1295,-75.466
DPA,Dupage Airport,West Chicago,41.9078,-88.2486
DRA,Desert Rock Airport,Mercury,36.6194,-116.033
DRE,Drummond Island Airport,Drummond Island,46.0093,-83.7439
DRG,Deering Airport,Deering,66.0696,-162.76601
DRI,Beauregard Regional Airport,Deridder,30.8317,-93.3399
DRO,Durango La Plata County Airport,Durango,37.1515,-107.754
DRT,Del Rio International Airport,Del Rio,29.3742,-100.927
DSI,Destin Executive Airport,Destin,30.4001,-86.4715
DSM,Des Moines International Airport,Des Moines,41.534,-93.6631
DTA,Delta Municipal Airport,Delta,39.3806,-112.508
DTN,Shreveport Downtown Airport,Shreveport,32.5402,-93.745
DTW,Detroit Metropolitan Wayne County Airport,Detroit,42.2124,-83.3534
DUC,Halliburton Field,Duncan,34.4709,-97.9599
DUG,Bisbee Douglas International Airport,Douglas,31.469,-109.604
DUJ,DuBois Regional Airport,Du Bois,41.1783,-78.8987
DUT,Unalaska Airport,Unalaska,53.9001,-166.54401
DVL,Devils Lake Regional Airport,Devils Lake,48.1142,-98.9088
DVT,Phoenix Deer Valley Airport,Phoenix ,33.6883,-112.083
DWH,David Wayne Hooks Memorial Airport,Houston,30.0618,-95.5528
DXR,Danbury Municipal Airport,Danbury,41.3715,-73.4822
DYL,Doylestown Airport,Doylestown,40.333,-75.1223
DYS,Dyess Air Force Base,Abilene,32.4208,-99.8546
EAA,Eagle Airport,Eagle,64.7764,-141.151
EAT,Pangborn Memorial Airport,Wenatchee,47.3989,-120.207
EAU,Chippewa Valley Regional Airport,Eau Claire,44.8658,-91.4843
ECA,Iosco County Airport,East Tawas,44.3128,-83.4223
ECG,Elizabeth City Regional Airport & Coast Guard Air Station,Elizabeth City,36.2606,-76.1746
ECP,Northwest Florida Beaches International Airport,Panama City,30.35711,-85.79541
EDF,Elmendorf Air Force Base,Anchorage,61.251,-149.80701
EDW,Edwards Air Force Base,Edwards Afb,34.9054,-117.884
EED,Needles Airport,Needles,34.7663,-114.623
EEK,Eek Airport,Eek,60.21367,-162.04388
EEN,Dillant Hopkins Airport,Keene,42.8984,-72.2708
EFD,Ellington Airport,Houston,29.6073,-95.1588
EGE,Eagle County Regional Airport,Vail,39.6426,-106.918
EGI,Duke Field,Crestview,30.6504,-86.5229
EGV,Eagle River Union Airport,Eagle River,45.9323,-89.2683
EGX,Egegik Airport,Egegik,58.1855,-157.375
EHM,Cape Newenham LRRS Airport,Cape Newenham,58.6464,-162.063
EIL,Eielson Air Force Base,Fairbanks,64.6657,-147.102
EKA,Murray Field,Eureka,40.8034,-124.113
EKI,Elkhart Municipal Airport,Elkhart,41.7194,-86.0032
EKN,Elkins-Randolph Co-Jennings Randolph Field,Elkins,38.8894,-79.8571
EKO,Elko Regional Airport,Elko,40.8249,-115.792
ELD,South Arkansas Regional At Goodwin Field,El Dorado,33.221,-92.8133
ELI,Elim Airport,Elim,64.6147,-162.272
ELM,Elmira Corning Regional Airport,Elmira,42.1599,-76.8916
ELP,El Paso International Airport,El Paso,31.8072,-106.378
ELV,Elfin Cove Seaplane Base,Elfin Cove,58.1952,-136.347
ELY,Ely Airport Yelland Field,Ely,39.2997,-114.842
EMK,Emmonak Airport,Emmonak,62.7861,-164.491
EMT,San Gabriel Valley Airport,El Monte,34.0861,-118.035
ENA,Kenai Municipal Airport,Kenai,60.5731,-151.245
END,Vance Air Force Base,Enid,36.3392,-97.9165
ENN,Nenana Municipal Airport,Nenana,64.5473,-149.07401
ENV,Wendover Airport,Wendover,40.7187,-114.031
ENW,Kenosha Regional Airport,Kenosha,42.5957,-87.9278
EOK,Keokuk Municipal Airport,Keokuk,40.4599,-91.4285
ERI,Erie International Tom Ridge Field,Erie,42.08313,-80.17387
ERV,Kerrville Municipal Louis Schreiner Field,Kerrville,29.9767,-99.0857
ESC,Delta County Airport,Escanaba,45.7227,-87.0937
ESD,Orcas Island Airport,Eastsound,48.7082,-122.91
ESF,Esler Regional Airport,Alexandria,31.3949,-92.2958
ESN,Easton Newnam Field,Easton,38.8042,-76.069
ETB,West Bend Municipal Airport,WEST BEND,43.4222,-88.1279
ETS,Enterprise Municipal Airport,Enterprise,31.2997,-85.8999
EUF,Weedon Field,Eufala,31.9513,-85.1289
EUG,Mahlon Sweet Field,Eugene,44.1246,-123.212
EVV,Evansville Regional Airport,Evansville,38.037,-87.5324
EVW,Evanston-Uinta County Airport-Burns Field,Evanston,41.2748,-111.035
EWB,New Bedford Regional Airport,New Bedford,41.6761,-70.9569
EWK,Newton City-County Airport,Newton,38.0582,-97.2745
EWN,Coastal Carolina Regional Airport,New Bern,35.073,-77.0429
EWR,Newark Liberty International Airport,Newark,40.6925,-74.1687
EYW,Key West International Airport,Key West,24.5561,-81.7596
FAF,Felker Army Air Field,Fort Eustis,37.1325,-76.6088
FAI,Fairbanks International Airport,Fairbanks,64.8151,-147.856
FAR,Hector International Airport,Fargo,46.9207,-96.8158
FAT,Fresno Yosemite International Airport,Fresno,36.7762,-119.718
FAY,Fayetteville Regional Grannis Field,Fayetteville,34.9912,-78.8803
FBG,Simmons Army Air Field,Fredericksburg,35.1318,-78.9367
FBK,Ladd AAF Airfield,Fort Wainwright,64.8375,-147.614
FBR,Fort Bridger Airport,Fort Bridger,41.3919,-110.407
FCA,Glacier Park International Airport,Kalispell,48.3105,-114.256
FCM,Flying Cloud Airport,Eden Prairie,44.8272,-93.4571
FCS,Butts AAF (Fort Carson) Air Field,Fort Carson,38.6784,-104.757
FDY,Findlay Airport,Findley,41.0135,-83.6687
FET,Fremont Municipal Airport,Fremont,41.4491,-96.5202
FFA,First Flight Airport,Kill Devil Hills,36.0182,-75.6713
FFO,Wright-Patterson Air Force Base,Dayton,39.8261,-84.0483
FFT,Capital City Airport,Frankfort,38.1825,-84.9047
FHU,Sierra Vista Municipal Libby Army Air Field,Fort Huachuca,31.5885,-110.344
FKL,Venango Regional Airport,Franklin,41.3779,-79.8604
FLD,Fond du Lac County Airport,Fond du Lac,43.7712,-88.4884
FLG,Flagstaff Pulliam Airport,Flagstaff,35.1385,-111.671
FLL,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,26.0726,-80.1527
FLO,Florence Regional Airport,Florence,34.1854,-79.7239
FLP,Marion County Regional Airport,Flippin,36.2909,-92.5903
FLV,Sherman Army Air Field,Fort Leavenworth,39.3683,-94.9147
FME,Tipton Airport,Fort Meade,39.0854,-76.7594
FMH,Cape Cod Coast Guard Air Station,Falmouth,41.6584,-70.5214
FMN,Four Corners Regional Airport,Farmington,36.7412,-108.23
FMY,Page Field,Fort Myers,26.5866,-81.8633
FNL,Northern Colorado Regional Airport,Fort Collins,40.4518,-105.011
FNR,Funter Bay Seaplane Base,Funter Bay,58.2544,-134.89799
FNT,Bishop International Airport,Flint,42.9654,-83.7436
FOD,Fort Dodge Regional Airport,Fort Dodge,42.5515,-94.1926
FOE,Topeka Regional Airport - Forbes Field,Topeka,38.9509,-95.6636
FOK,Francis S Gabreski Airport,West Hampton Beach,40.8437,-72.6318
FPR,St Lucie County International Airport,Fort Pierce,27.4951,-80.3683
FRD,Friday Harbor Airport,Friday Harbor,48.522,-123.024
FRG,Republic Airport,Farmingdale,40.7288,-73.4134
FRI,Marshall Army Air Field,Fort Riley,39.0553,-96.7645
FRN,Bryant Army Heliport,Fort Richardson,61.2664,-149.653
FRY,Eastern Slopes Regional Airport,Fryeburg,43.9911,-70.9479
FSD,Joe Foss Field Airport,Sioux Falls,43.582,-96.7419
FSI,Henry Post Army Air Field (Fort Sill),Fort Sill,34.6498,-98.4022
FSM,Fort Smith Regional Airport,Fort Smith,35.3366,-94.3674
FST,Fort Stockton Pecos County Airport,Fort Stockton,30.9157,-102.916
FTK,Godman Army Air Field,Fort Knox,37.9071,-85.9721
FTW,Fort Worth Meacham International Airport,Fort Worth,32.8198,-97.3624
FTY,Fulton County Airport Brown Field,Atlanta,33.7791,-84.5214
FUL,Fullerton Municipal Airport,Fullerton,33.872,-117.98
FWA,Fort Wayne International Airport,Fort Wayne,40.9785,-85.1951
FWH,NAS Fort Worth JRB/Carswell Field,Dallas,32.7692,-97.4415
FXE,Fort Lauderdale Executive Airport,Fort Lauderdale,26.1973,-80.1707
FYU,Fort Yukon Airport,Fort Yukon,66.5715,-145.25
FYV,Drake Field,Fayetteville,36.0051,-94.1701
GAD,Northeast Alabama Regional Airport,Gadsden,33.9726,-86.089
GAI,Montgomery County Airpark,Gaithersburg,39.1683,-77.166
GAL,Edward G. Pitka Sr Airport,Galena,64.7362,-156.937
GAM,Gambell Airport,Gambell,63.7668,-171.733
GBD,Great Bend Municipal Airport,Great Bend,38.3443,-98.8592
GBG,Galesburg Municipal Airport,Galesburg,40.938,-90.4311
GCC,Gillette Campbell County Airport,Gillette,44.3489,-105.539
GCK,Garden City Regional Airport,Garden City,37.9275,-100.724
GCN,Grand Canyon National Park Airport,Grand Canyon,35.9524,-112.147
GDC,Donaldson Field Airport,Greenville,34.7583,-82.3764
